Estado,Ciudad,Tipo,Canal,día,mes,año,dia_semana,Precio_lag1,Precio_mean7,Precio_sugerido
Jalisco,ZM Guadalajara,Pasteurizada,Autoservicios,4,8,2025,0,28.9,28.900000000000002,28.884035481543123
Jalisco,ZM Guadalajara,Pasteurizada,Tiendas,4,8,2025,0,27.5,27.5,27.497641318815617
Jalisco,ZM Guadalajara,Ultrapasteurizada,Autoservicios,4,8,2025,0,37.9,37.9,37.89880000000006
Jalisco,ZM Guadalajara,Ultrapasteurizada,Tiendas,4,8,2025,0,32.64,32.63999999999999,32.65468133106317
Michoacán,Morelia,Pasteurizada,Autoservicios,4,8,2025,0,28.55,28.421428571428574,28.4979083037039
Michoacán,Morelia,Pasteurizada,Tiendas,4,8,2025,0,28.2,28.199999999999996,28.15915721926525
Michoacán,Morelia,Ultrapasteurizada,Autoservicios,4,8,2025,0,33.97,33.32714285714285,33.79351539717031
Michoacán,Morelia,Ultrapasteurizada,Tiendas,4,8,2025,0,28.75,28.75,28.7526328631144
Morelos,Cuernavaca,Pasteurizada,Autoservicios,4,8,2025,0,29.08,29.07999999999999,29.097512895325703
Morelos,Cuernavaca,Pasteurizada,Tiendas,4,8,2025,0,29.33,29.047142857142855,29.25725148197886
Morelos,Cuernavaca,Ultrapasteurizada,Autoservicios,4,8,2025,0,33.42,33.681428571428576,33.52355997776644
Morelos,Cuernavaca,Ultrapasteurizada,Tiendas,4,8,2025,0,29.17,29.07285714285715,29.17178208772901
Nayarit,Tepic,Pasteurizada,Autoservicios,4,8,2025,0,27.25,27.014285714285716,27.171304320764342
Nayarit,Tepic,Pasteurizada,Tiendas,4,8,2025,0,26.65,26.508571428571432,26.6277906879734
Nayarit,Tepic,Ultrapasteurizada,Autoservicios,4,8,2025,0,28.17,28.17000000000001,28.163729379092615
Nayarit,Tepic,Ultrapasteurizada,Tiendas,4,8,2025,0,26.17,26.17000000000001,26.198862882720622
Nuevo León,Monterrey,Pasteurizada,Autoservicios,4,8,2025,0,27.9,27.900000000000002,27.897505083001207
Nuevo León,Monterrey,Pasteurizada,Tiendas,4,8,2025,0,29.75,29.75,29.746062092590872
Nuevo León,Monterrey,Ultrapasteurizada,Autoservicios,4,8,2025,0,34.77,35.17285714285715,34.835410718259816
Nuevo León,Monterrey,Ultrapasteurizada,Tiendas,4,8,2025,0,40.0,40.0,40.0
Nuevo León,ZM Monterrey,Pasteurizada,Autoservicios,4,8,2025,0,26.3,26.300000000000004,26.303663952057942
Nuevo León,ZM Monterrey,Pasteurizada,Tiendas,4,8,2025,0,29.75,29.75,29.746062092590872
Nuevo León,ZM Monterrey,Ultrapasteurizada,Autoservicios,4,8,2025,0,36.13,36.13,36.141291950685115
Nuevo León,ZM Monterrey,Ultrapasteurizada,Tiendas,4,8,2025,0,37.38,37.38,37.37906394736848
Oaxaca,Oaxaca,Pasteurizada,Autoservicios,4,8,2025,0,35.3,34.55857142857143,35.24608628893216
Oaxaca,Oaxaca,Pasteurizada,Tiendas,4,8,2025,0,29.5,30.02857142857143,30.086191770684206
Oaxaca,Oaxaca,Ultrapasteurizada,Autoservicios,4,8,2025,0,35.0,34.667142857142856,34.91226349037492
Oaxaca,Oaxaca,Ultrapasteurizada,Tiendas,4,8,2025,0,30.0,30.275714285714287,30.21327978595333
Puebla,Puebla,Pasteurizada,Autoservicios,4,8,2025,0,30.52,30.544285714285714,30.529210092803005
Puebla,Puebla,Pasteurizada,Tiendas,4,8,2025,0,29.25,29.25,29.248691994073003
Puebla,Puebla,Ultrapasteurizada,Autoservicios,4,8,2025,0,32.98,33.122857142857136,33.14007341026304
Puebla,Puebla,Ultrapasteurizada,Tiendas,4,8,2025,0,35.38,35.38,35.37852300933842
Puebla,ZM Puebla,Pasteurizada,Autoservicios,4,8,2025,0,29.67,29.67000000000001,29.67360090958306
Puebla,ZM Puebla,Pasteurizada,Tiendas,4,8,2025,0,30.65,30.650000000000002,30.659998766516274
Puebla,ZM Puebla,Ultrapasteurizada,Autoservicios,4,8,2025,0,34.25,34.037142857142854,34.25287407323021
Puebla,ZM Puebla,Ultrapasteurizada,Tiendas,4,8,2025,0,29.23,29.229999999999997,29.23415860582348
Querétaro,Querétaro,Pasteurizada,Autoservicios,4,8,2025,0,29.93,29.962857142857143,29.9332503333407
Querétaro,Querétaro,Pasteurizada,Tiendas,4,8,2025,0,29.55,29.538571428571434,29.568216621496553
Querétaro,Querétaro,Ultrapasteurizada,Autoservicios,4,8,2025,0,30.18,30.02285714285714,30.067670439959997
Querétaro,Querétaro,Ultrapasteurizada,Tiendas,4,8,2025,0,29.78,29.79,29.801642451934352
Quintana Roo,Cancún,Ultrapasteurizada,Autoservicios,4,8,2025,0,32.05,32.00714285714286,32.086042785526786
Quintana Roo,Cancún,Ultrapasteurizada,Tiendas,4,8,2025,0,33.13,33.14714285714286,33.151328228766545
Quintana Roo,Chetumal,Ultrapasteurizada,Autoservicios,4,8,2025,0,34.33,34.621428571428574,34.58020958609693
Quintana Roo,Chetumal,Ultrapasteurizada,Tiendas,4,8,2025,0,27.0,27.0,26.999496765070067
San Luis Potosí,San Luis Potosí,Pasteurizada,Autoservicios,4,8,2025,0,27.17,27.04857142857143,27.112918063985795
San Luis Potosí,San Luis Potosí,Pasteurizada,Tiendas,4,8,2025,0,26.44,26.44,26.460360697587852
San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Autoservicios,4,8,2025,0,31.65,31.822857142857146,31.98463149199586
San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Tiendas,4,8,2025,0,27.25,27.25,27.24736160727626
Sinaloa,Culiacán,Pasteurizada,Autoservicios,4,8,2025,0,26.98,26.979999999999997,26.973643880124882
Sinaloa,Culiacán,Pasteurizada,Tiendas,4,8,2025,0,31.39,31.389999999999993,31.40112983193443
Sinaloa,Culiacán,Ultrapasteurizada,Autoservicios,4,8,2025,0,32.32,32.32,32.29077316605209
Sinaloa,Culiacán,Ultrapasteurizada,Tiendas,4,8,2025,0,36.67,36.67000000000001,36.71432559959353
Sonora,Cd. Obregón,Pasteurizada,Autoservicios,4,8,2025,0,28.83,28.61571428571428,28.729393468116992
Sonora,Cd. Obregón,Pasteurizada,Tiendas,4,8,2025,0,29.0,29.0,29.00179519301113
Sonora,Cd. Obregón,Ultrapasteurizada,Autoservicios,4,8,2025,0,30.54,30.459999999999997,30.520294185882143
Sonora,Cd. Obregón,Ultrapasteurizada,Tiendas,4,8,2025,0,32.7,32.699999999999996,32.708571570963734
Sonora,Hermosillo,Pasteurizada,Autoservicios,4,8,2025,0,26.88,26.88,26.883202403931737
Sonora,Hermosillo,Pasteurizada,Tiendas,4,8,2025,0,28.48,28.479999999999997,28.47871178004643
Sonora,Hermosillo,Ultrapasteurizada,Autoservicios,4,8,2025,0,24.57,24.569999999999997,24.598139836003448
Sonora,Hermosillo,Ultrapasteurizada,Tiendas,4,8,2025,0,24.54,24.57571428571428,24.610687007427217
Sonora,Nogales,Ultrapasteurizada,Autoservicios,4,8,2025,0,30.23,30.229999999999997,30.23864311642214
Sonora,Nogales,Ultrapasteurizada,Tiendas,4,8,2025,0,29.95,29.949999999999996,29.945610024889515
Sonora,San Luis Río Colorado,Pasteurizada,Autoservicios,4,8,2025,0,0.0,0.0,0.0
Sonora,San Luis Río Colorado,Pasteurizada,Tiendas,4,8,2025,0,0.0,0.0,0.0
Sonora,San Luis Río Colorado,Ultrapasteurizada,Autoservicios,4,8,2025,0,0.0,0.0,0.0
Sonora,San Luis Río Colorado,Ultrapasteurizada,Tiendas,4,8,2025,0,0.0,0.0,0.0
Tabasco,Villahermosa,Ultrapasteurizada,Autoservicios,4,8,2025,0,29.13,29.13,29.121394417277315
Tabasco,Villahermosa,Ultrapasteurizada,Tiendas,4,8,2025,0,27.17,27.032857142857146,27.111667901305605
Tamaulipas,Cd. Victoria,Pasteurizada,Autoservicios,4,8,2025,0,27.76,27.617142857142852,27.677879018580164
Tamaulipas,Cd. Victoria,Pasteurizada,Tiendas,4,8,2025,0,29.67,29.67000000000001,29.663335044070276
Tamaulipas,Cd. Victoria,Ultrapasteurizada,Autoservicios,4,8,2025,0,33.75,33.61714285714286,33.66161917139224
Tamaulipas,Cd. Victoria,Ultrapasteurizada,Tiendas,4,8,2025,0,32.67,32.67000000000001,32.67114472502877
Tamaulipas,Matamoros,Pasteurizada,Autoservicios,4,8,2025,0,29.23,29.33142857142857,29.339511599032008
Tamaulipas,Matamoros,Pasteurizada,Tiendas,4,8,2025,0,30.5,30.5,30.496395849408778
Tamaulipas,Matamoros,Ultrapasteurizada,Autoservicios,4,8,2025,0,36.13,36.13,36.144850284018446
Tamaulipas,Matamoros,Ultrapasteurizada,Tiendas,4,8,2025,0,38.0,38.0,38.0
Tamaulipas,Nuevo Laredo,Pasteurizada,Autoservicios,4,8,2025,0,27.03,27.005714285714287,27.00663868585183
Tamaulipas,Nuevo Laredo,Pasteurizada,Tiendas,4,8,2025,0,28.13,28.13,28.129763330641087
Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Autoservicios,4,8,2025,0,33.13,33.13,33.15454624215035
Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Tiendas,4,8,2025,0,32.5,32.5,32.48308976053975
Tamaulipas,Reynosa,Pasteurizada,Autoservicios,4,8,2025,0,28.83,28.82999999999999,28.842017425215353
Tamaulipas,Reynosa,Pasteurizada,Tiendas,4,8,2025,0,29.63,29.63,29.63004058961792
Tamaulipas,Reynosa,Ultrapasteurizada,Autoservicios,4,8,2025,0,27.81,27.81,27.82296273877824
Tamaulipas,Tampico,Pasteurizada,Autoservicios,4,8,2025,0,18.95,18.95,18.937386485960054
Tamaulipas,Tampico,Pasteurizada,Tiendas,4,8,2025,0,18.05,18.05,18.06184999999998
Tamaulipas,Tampico,Ultrapasteurizada,Autoservicios,4,8,2025,0,27.25,26.678571428571427,27.06685317236656
Tamaulipas,Tampico,Ultrapasteurizada,Tiendas,4,8,2025,0,23.35,23.328571428571426,23.348802473357782
Tlaxcala,Tlaxcala,Pasteurizada,Autoservicios,4,8,2025,0,27.5,27.428571428571427,27.47813633868319
Tlaxcala,Tlaxcala,Pasteurizada,Tiendas,4,8,2025,0,29.0,29.0,29.00179519301113
Tlaxcala,Tlaxcala,Ultrapasteurizada,Autoservicios,4,8,2025,0,35.38,35.41571428571429,35.416440942642154
Tlaxcala,Tlaxcala,Ultrapasteurizada,Tiendas,4,8,2025,0,36.0,36.0,36.06544621310259
Veracruz,Coatzacoalcos,Ultrapasteurizada,Autoservicios,4,8,2025,0,33.23,33.62714285714286,33.851012063186694
Veracruz,Coatzacoalcos,Ultrapasteurizada,Tiendas,4,8,2025,0,28.8,28.31428571428572,28.611355134594213
Veracruz,Veracruz ,Ultrapasteurizada,Autoservicios,4,8,2025,0,36.1,35.707142857142856,36.061125174265854
Veracruz,Veracruz ,Ultrapasteurizada,Tiendas,4,8,2025,0,34.0,34.66428571428572,34.38804268910364
Veracruz,Xalapa,Ultrapasteurizada,Autoservicios,4,8,2025,0,35.58,35.57999999999999,35.56618523351842
Veracruz,Xalapa,Ultrapasteurizada,Tiendas,4,8,2025,0,35.17,35.17000000000001,35.085047060788945
Yucatán,Mérida,Ultrapasteurizada,Autoservicios,4,8,2025,0,34.42,34.51285714285715,34.467451279215126
Yucatán,Mérida,Ultrapasteurizada,Tiendas,4,8,2025,0,29.6,29.599999999999998,29.60466584758416
Zacatecas,Zacatecas,Pasteurizada,Autoservicios,4,8,2025,0,26.3,26.270000000000003,26.28189136974611
Zacatecas,Zacatecas,Pasteurizada,Tiendas,4,8,2025,0,25.75,25.75,25.74849582352684
Zacatecas,Zacatecas,Ultrapasteurizada,Autoservicios,4,8,2025,0,34.47,34.47,34.51049041718009
Zacatecas,Zacatecas,Ultrapasteurizada,Tiendas,4,8,2025,0,33.5,33.5,33.51499036421039
